p_noshow,p_denial,appointment_value,noshow_loss,denial_loss,total_expected_loss,risk_score,risk_tier
0.6703,0.277,2223.58,1490.54,203.07,1693.61,76.2,CRITICAL
0.5562,0.277,2223.58,1236.86,273.35,1510.21,67.9,HIGH
0.6519,0.277,2223.58,1449.46,214.45,1663.91,74.8,CRITICAL
0.5688,0.277,2223.58,1264.77,265.61,1530.38,68.8,HIGH
0.617,0.277,2223.58,1371.91,235.93,1607.84,72.3,CRITICAL
0.4894,0.277,2223.58,1088.15,314.54,1402.69,63.1,MODERATE
0.669,0.277,2223.58,1487.57,203.89,1691.46,76.1,CRITICAL
0.4617,0.277,2223.58,1026.73,331.56,1358.29,61.1,MODERATE
0.4206,0.277,2223.58,935.33,356.88,1292.21,58.1,MODERATE
0.4481,0.277,2223.58,996.41,339.96,1336.37,60.1,MODERATE
0.3643,0.277,2223.58,809.99,391.6,1201.59,54.0,LOW
0.3846,0.277,2223.58,855.25,379.06,1234.31,55.5,MODERATE
0.5982,0.277,2223.58,1330.22,247.48,1577.7,71.0,HIGH
0.4247,0.277,2223.58,944.33,354.38,1298.71,58.4,MODERATE
0.6347,0.277,2223.58,1411.27,225.03,1636.3,73.6,CRITICAL
0.4129,0.277,2223.58,918.13,361.64,1279.77,57.6,MODERATE
0.4776,0.277,2223.58,1061.97,321.79,1383.76,62.2,MODERATE
0.4576,0.277,2223.58,1017.54,334.1,1351.64,60.8,MODERATE
0.4584,0.277,2223.58,1019.34,333.6,1352.94,60.8,MODERATE
0.4768,0.277,2223.58,1060.26,322.27,1382.53,62.2,MODERATE
0.5205,0.277,2223.58,1157.37,295.37,1452.74,65.3,HIGH
0.5508,0.277,2223.58,1224.67,276.72,1501.39,67.5,HIGH
0.5475,0.277,2223.58,1217.43,278.73,1496.15,67.3,HIGH
0.496,0.277,2223.58,1102.88,310.46,1413.34,63.6,MODERATE
0.4154,0.277,2223.58,923.66,360.11,1283.77,57.7,MODERATE
0.5232,0.277,2223.58,1163.35,293.71,1457.06,65.5,HIGH
0.5921,0.277,2223.58,1316.56,251.27,1567.83,70.5,HIGH
0.7088,0.277,2223.58,1576.16,179.35,1755.51,78.9,CRITICAL
0.5136,0.277,2223.58,1142.14,299.59,1441.72,64.8,MODERATE
0.4671,0.277,2223.58,1038.56,328.28,1366.84,61.5,MODERATE
0.4591,0.277,2223.58,1020.9,333.17,1354.07,60.9,MODERATE
0.6792,0.277,2223.58,1510.33,197.59,1707.92,76.8,CRITICAL
0.5113,0.277,2223.58,1136.83,301.06,1437.89,64.7,MODERATE
0.4265,0.277,2223.58,948.35,353.27,1301.62,58.5,MODERATE
0.3402,0.277,2223.58,756.51,406.42,1162.92,52.3,LOW
0.5478,0.277,2223.58,1218.01,278.57,1496.58,67.3,HIGH
0.4926,0.277,2223.58,1095.28,312.57,1407.85,63.3,MODERATE
0.4558,0.277,2223.58,1013.47,335.23,1348.7,60.7,MODERATE
0.4947,0.277,2223.58,1100.05,311.25,1411.3,63.5,MODERATE
0.4802,0.277,2223.58,1067.74,320.2,1387.93,62.4,MODERATE
0.5237,0.277,2223.58,1164.49,293.39,1457.88,65.6,HIGH
0.4081,0.277,2223.58,907.49,364.59,1272.08,57.2,MODERATE
0.5172,0.277,2223.58,1150.09,297.38,1447.47,65.1,HIGH
0.6069,0.277,2223.58,1349.47,242.15,1591.62,71.6,HIGH
0.4335,0.277,2223.58,963.85,348.98,1312.83,59.0,MODERATE
0.3729,0.277,2223.58,829.07,386.31,1215.38,54.7,LOW
0.4818,0.277,2223.58,1071.42,319.18,1390.6,62.5,MODERATE
0.1977,0.277,2223.58,439.59,494.21,933.8,42.0,LOW
0.4885,0.277,2223.58,1086.12,315.11,1401.22,63.0,MODERATE
0.5536,0.277,2223.58,1230.95,274.98,1505.94,67.7,HIGH
0.4176,0.277,2223.58,928.56,358.75,1287.31,57.9,MODERATE
0.3145,0.277,2223.58,699.34,422.25,1121.59,50.4,LOW
0.5143,0.277,2223.58,1143.48,299.21,1442.7,64.9,MODERATE
0.4265,0.277,2223.58,948.29,353.29,1301.57,58.5,MODERATE
0.4496,0.277,2223.58,999.8,339.02,1338.81,60.2,MODERATE
0.6097,0.277,2223.58,1355.76,240.41,1596.17,71.8,HIGH
0.4781,0.277,2223.58,1063.0,321.51,1384.51,62.3,MODERATE
0.3587,0.277,2223.58,797.5,395.06,1192.56,53.6,LOW
0.5997,0.277,2223.58,1333.52,246.57,1580.09,71.1,HIGH
0.5505,0.277,2223.58,1224.04,276.9,1500.94,67.5,HIGH
0.604,0.277,2223.58,1343.02,243.94,1586.96,71.4,HIGH
0.5322,0.277,2223.58,1183.47,288.14,1471.61,66.2,HIGH
0.3288,0.277,2223.58,731.09,413.46,1144.55,51.5,LOW
0.5682,0.277,2223.58,1263.5,265.96,1529.47,68.8,HIGH
0.4925,0.277,2223.58,1095.13,312.61,1407.74,63.3,MODERATE
0.476,0.277,2223.58,1058.35,322.8,1381.15,62.1,MODERATE
0.3774,0.277,2223.58,839.23,383.5,1222.73,55.0,LOW
0.594,0.277,2223.58,1320.73,250.11,1570.84,70.6,HIGH
0.511,0.277,2223.58,1136.26,301.21,1437.48,64.6,MODERATE
0.4978,0.277,2223.58,1106.83,309.37,1416.2,63.7,MODERATE
0.483,0.277,2223.58,1074.04,318.45,1392.49,62.6,MODERATE
0.5412,0.277,2223.58,1203.32,282.64,1485.96,66.8,HIGH
0.609,0.277,2223.58,1354.09,240.87,1594.96,71.7,HIGH
0.5973,0.277,2223.58,1328.12,248.07,1576.18,70.9,HIGH
0.4522,0.277,2223.58,1005.55,337.43,1342.97,60.4,MODERATE
0.5239,0.277,2223.58,1164.89,293.28,1458.17,65.6,HIGH
0.3461,0.277,2223.58,769.49,402.82,1172.31,52.7,LOW
0.4782,0.277,2223.58,1063.27,321.43,1384.7,62.3,MODERATE
0.5238,0.277,2223.58,1164.69,293.34,1458.03,65.6,HIGH
0.5157,0.277,2223.58,1146.65,298.34,1444.99,65.0,MODERATE
0.4901,0.277,2223.58,1089.83,314.08,1403.9,63.1,MODERATE
0.5327,0.277,2223.58,1184.47,287.86,1472.33,66.2,HIGH
0.5676,0.277,2223.58,1262.16,266.34,1528.49,68.7,HIGH
0.3416,0.277,2223.58,759.68,405.54,1165.21,52.4,LOW
0.4678,0.277,2223.58,1040.2,327.83,1368.03,61.5,MODERATE
0.3136,0.277,2223.58,697.3,422.82,1120.12,50.4,LOW
0.5055,0.277,2223.58,1124.08,304.59,1428.67,64.3,MODERATE
0.5453,0.277,2223.58,1212.46,280.1,1492.57,67.1,HIGH
0.5544,0.277,2223.58,1232.71,274.49,1507.21,67.8,HIGH
0.4035,0.277,2223.58,897.22,367.43,1264.66,56.9,MODERATE
0.5808,0.277,2223.58,1291.54,258.2,1549.74,69.7,HIGH
0.4797,0.277,2223.58,1066.72,320.48,1387.2,62.4,MODERATE
0.5153,0.277,2223.58,1145.83,298.56,1444.4,65.0,MODERATE
0.5168,0.277,2223.58,1149.2,297.63,1446.83,65.1,HIGH
0.4829,0.277,2223.58,1073.85,318.5,1392.36,62.6,MODERATE
0.5063,0.277,2223.58,1125.87,304.09,1429.96,64.3,MODERATE
0.5855,0.277,2223.58,1301.83,255.35,1557.18,70.0,HIGH
0.6478,0.277,2223.58,1440.43,216.95,1657.38,74.5,CRITICAL
0.5256,0.277,2223.58,1168.65,292.24,1460.89,65.7,HIGH
0.4106,0.277,2223.58,913.0,363.06,1276.07,57.4,MODERATE
0.3944,0.277,2223.58,876.88,373.07,1249.95,56.2,MODERATE
0.695,0.277,2223.58,1545.39,187.88,1733.26,77.9,CRITICAL
0.5191,0.277,2223.58,1154.29,296.22,1450.51,65.2,HIGH
0.5208,0.277,2223.58,1157.95,295.2,1453.16,65.4,HIGH
0.4172,0.277,2223.58,927.61,359.02,1286.63,57.9,MODERATE
0.3275,0.277,2223.58,728.19,414.26,1142.45,51.4,LOW
0.3434,0.277,2223.58,763.48,404.48,1167.96,52.5,LOW
0.4392,0.277,2223.58,976.69,345.42,1322.11,59.5,MODERATE
0.4429,0.277,2223.58,984.86,343.15,1328.02,59.7,MODERATE
0.6026,0.277,2223.58,1339.9,244.8,1584.7,71.3,HIGH
0.3134,0.277,2223.58,696.91,422.92,1119.84,50.4,LOW
0.4071,0.277,2223.58,905.32,365.19,1270.51,57.1,MODERATE
0.5163,0.277,2223.58,1148.03,297.96,1445.98,65.0,HIGH
0.4139,0.277,2223.58,920.36,361.02,1281.39,57.6,MODERATE
0.4979,0.277,2223.58,1107.22,309.26,1416.48,63.7,MODERATE
0.4231,0.277,2223.58,940.82,355.36,1296.18,58.3,MODERATE
0.5412,0.277,2223.58,1203.32,282.64,1485.96,66.8,HIGH
0.4828,0.277,2223.58,1073.45,318.61,1392.07,62.6,MODERATE
0.4912,0.277,2223.58,1092.12,313.44,1405.56,63.2,MODERATE
0.3688,0.277,2223.58,819.96,388.84,1208.8,54.4,LOW
0.5634,0.277,2223.58,1252.67,268.97,1521.63,68.4,HIGH
0.7059,0.277,2223.58,1569.66,181.15,1750.81,78.7,CRITICAL
0.6235,0.277,2223.58,1386.43,231.91,1618.34,72.8,CRITICAL
0.5719,0.277,2223.58,1271.77,263.67,1535.45,69.1,HIGH
0.6422,0.277,2223.58,1427.99,220.4,1648.39,74.1,CRITICAL
0.6782,0.277,2223.58,1507.96,198.24,1706.21,76.7,CRITICAL
0.4784,0.277,2223.58,1063.77,321.3,1385.06,62.3,MODERATE
0.5069,0.277,2223.58,1127.12,303.75,1430.87,64.3,MODERATE
0.6036,0.277,2223.58,1342.25,244.15,1586.4,71.3,HIGH
0.6589,0.277,2223.58,1465.03,210.14,1675.17,75.3,CRITICAL
0.4719,0.277,2223.58,1049.32,325.3,1374.62,61.8,MODERATE
0.4669,0.277,2223.58,1038.28,328.36,1366.64,61.5,MODERATE
0.5721,0.277,2223.58,1272.15,263.57,1535.72,69.1,HIGH
0.3736,0.277,2223.58,830.76,385.85,1216.6,54.7,LOW
0.4238,0.277,2223.58,942.46,354.9,1297.36,58.3,MODERATE
0.4054,0.277,2223.58,901.42,366.27,1267.69,57.0,MODERATE
0.536,0.277,2223.58,1191.82,285.82,1477.64,66.5,HIGH
0.4759,0.277,2223.58,1058.24,322.83,1381.07,62.1,MODERATE
0.4651,0.277,2223.58,1034.26,329.47,1363.73,61.3,MODERATE
0.4413,0.277,2223.58,981.2,344.17,1325.37,59.6,MODERATE
0.4486,0.277,2223.58,997.48,339.66,1337.14,60.1,MODERATE
0.5925,0.277,2223.58,1317.41,251.03,1568.44,70.5,HIGH
0.4488,0.277,2223.58,998.01,339.51,1337.52,60.2,MODERATE
0.329,0.277,2223.58,731.46,413.35,1144.81,51.5,LOW
0.5012,0.277,2223.58,1114.35,307.28,1421.63,63.9,MODERATE
0.6721,0.277,2223.58,1494.49,201.98,1696.47,76.3,CRITICAL
0.5879,0.277,2223.58,1307.2,253.86,1561.06,70.2,HIGH
0.5561,0.277,2223.58,1236.52,273.44,1509.96,67.9,HIGH
0.4232,0.277,2223.58,941.0,355.31,1296.31,58.3,MODERATE
0.4181,0.277,2223.58,929.72,358.43,1288.15,57.9,MODERATE
0.6721,0.277,2223.58,1494.49,201.98,1696.47,76.3,CRITICAL
0.4663,0.277,2223.58,1036.76,328.78,1365.54,61.4,MODERATE
0.5917,0.277,2223.58,1315.66,251.52,1567.18,70.5,HIGH
0.3286,0.277,2223.58,730.7,413.56,1144.27,51.5,LOW
0.4066,0.277,2223.58,904.21,365.5,1269.71,57.1,MODERATE
0.5195,0.277,2223.58,1155.19,295.97,1451.16,65.3,HIGH
0.5137,0.277,2223.58,1142.36,299.52,1441.89,64.8,MODERATE
0.1647,0.277,2223.58,366.3,514.51,880.81,39.6,LOW
0.4926,0.277,2223.58,1095.23,312.58,1407.81,63.3,MODERATE
0.4772,0.277,2223.58,1061.09,322.04,1383.13,62.2,MODERATE
0.4533,0.277,2223.58,1007.94,336.76,1344.7,60.5,MODERATE
0.4055,0.277,2223.58,901.72,366.19,1267.9,57.0,MODERATE
0.4394,0.277,2223.58,977.0,345.33,1322.33,59.5,MODERATE
0.3821,0.277,2223.58,849.7,380.6,1230.3,55.3,MODERATE
0.5489,0.277,2223.58,1220.43,277.9,1498.33,67.4,HIGH
0.6493,0.277,2223.58,1443.76,216.03,1659.79,74.6,CRITICAL
0.4212,0.277,2223.58,936.62,356.52,1293.14,58.2,MODERATE
0.6725,0.277,2223.58,1495.39,201.73,1697.12,76.3,CRITICAL
0.5714,0.277,2223.58,1270.5,264.03,1534.53,69.0,HIGH
0.5243,0.277,2223.58,1165.73,293.05,1458.78,65.6,HIGH
0.7249,0.277,2223.58,1611.9,169.45,1781.35,80.1,CRITICAL
0.2227,0.277,2223.58,495.09,478.83,973.93,43.8,LOW
0.5032,0.277,2223.58,1118.9,306.02,1424.92,64.1,MODERATE
0.5627,0.277,2223.58,1251.22,269.37,1520.59,68.4,HIGH
0.4369,0.277,2223.58,971.38,346.89,1318.27,59.3,MODERATE
0.5177,0.277,2223.58,1151.2,297.07,1448.28,65.1,HIGH
0.4909,0.277,2223.58,1091.45,313.63,1405.08,63.2,MODERATE
0.3781,0.277,2223.58,840.7,383.09,1223.79,55.0,MODERATE
0.4081,0.277,2223.58,907.48,364.59,1272.07,57.2,MODERATE
0.4083,0.277,2223.58,907.8,364.5,1272.3,57.2,MODERATE
0.5715,0.277,2223.58,1270.8,263.94,1534.74,69.0,HIGH
0.4217,0.277,2223.58,937.66,356.23,1293.89,58.2,MODERATE
0.5558,0.277,2223.58,1235.81,273.64,1509.45,67.9,HIGH
0.4332,0.277,2223.58,963.31,349.13,1312.44,59.0,MODERATE
0.5118,0.277,2223.58,1138.07,300.71,1438.78,64.7,MODERATE
0.456,0.277,2223.58,1013.85,335.12,1348.98,60.7,MODERATE
0.4642,0.277,2223.58,1032.26,330.02,1362.29,61.3,MODERATE
0.684,0.277,2223.58,1521.03,194.62,1715.66,77.2,CRITICAL
0.5361,0.277,2223.58,1192.09,285.75,1477.84,66.5,HIGH
0.6038,0.277,2223.58,1342.61,244.05,1586.66,71.4,HIGH
0.5393,0.277,2223.58,1199.27,283.76,1483.03,66.7,HIGH
0.5104,0.277,2223.58,1134.92,301.58,1436.51,64.6,MODERATE
0.4299,0.277,2223.58,955.91,351.18,1307.08,58.8,MODERATE
0.4691,0.277,2223.58,1043.18,327.0,1370.18,61.6,MODERATE
0.5678,0.277,2223.58,1262.62,266.21,1528.83,68.8,HIGH
0.2777,0.277,2223.58,617.51,444.92,1062.43,47.8,LOW
0.591,0.277,2223.58,1314.2,251.92,1566.12,70.4,HIGH
0.4924,0.277,2223.58,1094.81,312.7,1407.51,63.3,MODERATE
0.395,0.277,2223.58,878.23,372.7,1250.92,56.3,MODERATE
0.5943,0.277,2223.58,1321.51,249.9,1571.4,70.7,HIGH
0.5213,0.277,2223.58,1159.13,294.88,1454.01,65.4,HIGH
0.3135,0.277,2223.58,697.05,422.89,1119.94,50.4,LOW
0.2801,0.277,2223.58,622.89,443.43,1066.32,48.0,LOW
0.4264,0.277,2223.58,948.07,353.35,1301.42,58.5,MODERATE
0.433,0.277,2223.58,962.84,349.26,1312.1,59.0,MODERATE
0.4077,0.277,2223.58,906.57,364.84,1271.41,57.2,MODERATE
0.394,0.277,2223.58,876.09,373.29,1249.38,56.2,MODERATE
0.5363,0.277,2223.58,1192.43,285.66,1478.08,66.5,HIGH
0.4924,0.277,2223.58,1094.91,312.67,1407.58,63.3,MODERATE
0.4045,0.277,2223.58,899.46,366.81,1266.28,56.9,MODERATE
0.332,0.277,2223.58,738.21,411.48,1149.69,51.7,LOW
0.6246,0.277,2223.58,1388.94,231.22,1620.15,72.9,CRITICAL
0.4913,0.277,2223.58,1092.44,313.35,1405.79,63.2,MODERATE
0.5074,0.277,2223.58,1128.28,303.42,1431.71,64.4,MODERATE
0.4204,0.277,2223.58,934.8,357.02,1291.83,58.1,MODERATE
0.2899,0.277,2223.58,644.65,437.4,1082.05,48.7,LOW
0.5638,0.277,2223.58,1253.66,268.69,1522.35,68.5,HIGH
0.5362,0.277,2223.58,1192.29,285.69,1477.98,66.5,HIGH
0.4113,0.277,2223.58,914.65,362.6,1277.26,57.4,MODERATE
0.43,0.277,2223.58,956.05,351.14,1307.19,58.8,MODERATE
0.404,0.277,2223.58,898.42,367.1,1265.52,56.9,MODERATE
0.438,0.277,2223.58,973.94,346.18,1320.12,59.4,MODERATE
0.4409,0.277,2223.58,980.43,344.38,1324.81,59.6,MODERATE
0.474,0.277,2223.58,1053.93,324.02,1377.95,62.0,MODERATE
0.5344,0.277,2223.58,1188.38,286.78,1475.15,66.3,HIGH
0.5415,0.277,2223.58,1204.07,282.43,1486.5,66.9,HIGH
0.5996,0.277,2223.58,1333.2,246.66,1579.86,71.1,HIGH
0.4345,0.277,2223.58,966.18,348.33,1314.51,59.1,MODERATE
0.4992,0.277,2223.58,1110.06,308.47,1418.53,63.8,MODERATE
0.3931,0.277,2223.58,874.16,373.82,1247.98,56.1,MODERATE
0.5329,0.277,2223.58,1185.01,287.71,1472.72,66.2,HIGH
0.5549,0.277,2223.58,1233.97,274.15,1508.11,67.8,HIGH
0.3071,0.277,2223.58,682.78,426.84,1109.62,49.9,LOW
0.2593,0.277,2223.58,576.67,456.23,1032.9,46.5,LOW
0.3808,0.277,2223.58,846.8,381.4,1228.2,55.2,MODERATE
0.4045,0.277,2223.58,899.48,366.81,1266.29,56.9,MODERATE
0.6538,0.277,2223.58,1453.76,213.26,1667.02,75.0,CRITICAL
0.49,0.277,2223.58,1089.55,314.15,1403.71,63.1,MODERATE
0.4307,0.277,2223.58,957.6,350.71,1308.31,58.8,MODERATE
0.4778,0.277,2223.58,1062.41,321.67,1384.08,62.2,MODERATE
0.3899,0.277,2223.58,866.99,375.81,1242.8,55.9,MODERATE
0.4565,0.277,2223.58,1014.95,334.82,1349.77,60.7,MODERATE
0.4439,0.277,2223.58,987.12,342.53,1329.65,59.8,MODERATE
0.5948,0.277,2223.58,1322.55,249.61,1572.15,70.7,HIGH
0.6126,0.277,2223.58,1362.25,238.61,1600.86,72.0,HIGH
0.4528,0.277,2223.58,1006.76,337.09,1343.85,60.4,MODERATE
0.5227,0.277,2223.58,1162.38,293.98,1456.36,65.5,HIGH
0.5215,0.277,2223.58,1159.55,294.76,1454.31,65.4,HIGH
0.3763,0.277,2223.58,836.72,384.19,1220.91,54.9,LOW
0.4142,0.277,2223.58,921.04,360.84,1281.87,57.6,MODERATE
0.3578,0.277,2223.58,795.57,395.59,1191.17,53.6,LOW
0.4721,0.277,2223.58,1049.68,325.2,1374.88,61.8,MODERATE
0.5054,0.277,2223.58,1123.9,304.64,1428.54,64.2,MODERATE
0.4707,0.277,2223.58,1046.66,326.04,1372.7,61.7,MODERATE
0.5144,0.277,2223.58,1143.83,299.12,1442.95,64.9,MODERATE
0.3803,0.277,2223.58,845.66,381.72,1227.38,55.2,MODERATE
0.4643,0.277,2223.58,1032.34,330.0,1362.34,61.3,MODERATE
0.4174,0.277,2223.58,928.15,358.87,1287.02,57.9,MODERATE
0.4118,0.277,2223.58,915.63,362.33,1277.97,57.5,MODERATE
0.488,0.277,2223.58,1085.19,315.36,1400.55,63.0,MODERATE
0.465,0.277,2223.58,1033.94,329.56,1363.5,61.3,MODERATE
0.577,0.277,2223.58,1282.98,260.57,1543.55,69.4,HIGH
0.3852,0.277,2223.58,856.42,378.74,1235.16,55.5,MODERATE
0.4755,0.277,2223.58,1057.36,323.07,1380.43,62.1,MODERATE
0.297,0.277,2223.58,660.5,433.01,1093.51,49.2,LOW
0.5055,0.277,2223.58,1123.97,304.62,1428.59,64.2,MODERATE
0.5031,0.277,2223.58,1118.64,306.1,1424.73,64.1,MODERATE
0.4771,0.277,2223.58,1060.81,322.12,1382.92,62.2,MODERATE
0.3305,0.277,2223.58,734.83,412.42,1147.25,51.6,LOW
0.4436,0.277,2223.58,986.36,342.74,1329.1,59.8,MODERATE
0.6186,0.277,2223.58,1375.51,234.94,1610.44,72.4,CRITICAL
0.3739,0.277,2223.58,831.44,385.66,1217.1,54.7,LOW
0.4876,0.277,2223.58,1084.29,315.61,1399.9,63.0,MODERATE
0.654,0.277,2223.58,1454.23,213.13,1667.36,75.0,CRITICAL
0.4978,0.277,2223.58,1106.9,309.35,1416.24,63.7,MODERATE
0.4021,0.277,2223.58,894.18,368.28,1262.46,56.8,MODERATE
0.4035,0.277,2223.58,897.13,367.46,1264.59,56.9,MODERATE
0.5395,0.277,2223.58,1199.62,283.66,1483.28,66.7,HIGH
0.5591,0.277,2223.58,1243.13,271.61,1514.74,68.1,HIGH
0.4919,0.277,2223.58,1093.86,312.96,1406.82,63.3,MODERATE
0.5756,0.277,2223.58,1279.85,261.44,1541.28,69.3,HIGH
0.5689,0.277,2223.58,1264.9,265.58,1530.48,68.8,HIGH
0.6949,0.277,2223.58,1545.07,187.96,1733.04,77.9,CRITICAL
0.5532,0.277,2223.58,1230.15,275.21,1505.35,67.7,HIGH
0.5166,0.277,2223.58,1148.78,297.75,1446.52,65.1,HIGH
0.4509,0.277,2223.58,1002.7,338.21,1340.92,60.3,MODERATE
0.5091,0.277,2223.58,1132.13,302.36,1434.49,64.5,MODERATE
0.4333,0.277,2223.58,963.44,349.09,1312.53,59.0,MODERATE
0.4681,0.277,2223.58,1040.95,327.62,1368.57,61.5,MODERATE
0.5543,0.277,2223.58,1232.48,274.56,1507.04,67.8,HIGH
0.6261,0.277,2223.58,1392.29,230.29,1622.58,73.0,CRITICAL
0.2583,0.277,2223.58,574.4,456.86,1031.26,46.4,LOW
0.4996,0.277,2223.58,1110.99,308.22,1419.2,63.8,MODERATE
0.4242,0.277,2223.58,943.2,354.7,1297.9,58.4,MODERATE
0.6018,0.277,2223.58,1338.15,245.29,1583.44,71.2,HIGH
0.5489,0.277,2223.58,1220.46,277.89,1498.35,67.4,HIGH
0.3188,0.277,2223.58,708.98,419.58,1128.56,50.8,LOW
0.4957,0.277,2223.58,1102.16,310.66,1412.82,63.5,MODERATE
0.5651,0.277,2223.58,1256.5,267.91,1524.4,68.6,HIGH
0.6286,0.277,2223.58,1397.7,228.79,1626.49,73.1,CRITICAL
0.518,0.277,2223.58,1151.73,296.93,1448.66,65.1,HIGH
0.389,0.277,2223.58,864.95,376.37,1241.33,55.8,MODERATE
0.4376,0.277,2223.58,972.95,346.46,1319.4,59.3,MODERATE
0.5418,0.277,2223.58,1204.76,282.24,1487.0,66.9,HIGH
0.6429,0.277,2223.58,1429.58,219.96,1649.54,74.2,CRITICAL
0.3927,0.277,2223.58,873.21,374.09,1247.29,56.1,MODERATE
0.4837,0.277,2223.58,1075.64,318.01,1393.65,62.7,MODERATE
0.548,0.277,2223.58,1218.51,278.43,1496.94,67.3,HIGH
0.5789,0.277,2223.58,1287.27,259.38,1546.65,69.6,HIGH
0.5088,0.277,2223.58,1131.37,302.57,1433.94,64.5,MODERATE
0.4195,0.277,2223.58,932.79,357.58,1290.37,58.0,MODERATE
0.4006,0.277,2223.58,890.74,369.23,1259.97,56.7,MODERATE
0.4297,0.277,2223.58,955.58,351.27,1306.85,58.8,MODERATE
0.5678,0.277,2223.58,1262.61,266.21,1528.83,68.8,HIGH
0.3826,0.277,2223.58,850.7,380.32,1231.02,55.4,MODERATE
0.5874,0.277,2223.58,1306.23,254.13,1560.36,70.2,HIGH
0.486,0.277,2223.58,1080.75,316.59,1397.34,62.8,MODERATE
0.4043,0.277,2223.58,898.97,366.95,1265.92,56.9,MODERATE
0.58,0.277,2223.58,1289.58,258.74,1548.32,69.6,HIGH
0.4818,0.277,2223.58,1071.23,319.23,1390.46,62.5,MODERATE
0.4084,0.277,2223.58,908.22,364.39,1272.6,57.2,MODERATE
0.401,0.277,2223.58,891.74,368.95,1260.69,56.7,MODERATE
0.4552,0.277,2223.58,1012.17,335.59,1347.76,60.6,MODERATE
0.6312,0.277,2223.58,1403.46,227.19,1630.65,73.3,CRITICAL
0.6476,0.277,2223.58,1439.92,217.09,1657.01,74.5,CRITICAL
0.407,0.277,2223.58,905.09,365.25,1270.35,57.1,MODERATE
0.385,0.277,2223.58,856.13,378.82,1234.95,55.5,MODERATE
0.4627,0.277,2223.58,1028.94,330.94,1359.88,61.2,MODERATE
0.5263,0.277,2223.58,1170.36,291.77,1462.13,65.8,HIGH
0.5734,0.277,2223.58,1274.99,262.78,1537.77,69.2,HIGH
0.5232,0.277,2223.58,1163.44,293.68,1457.13,65.5,HIGH
0.6988,0.277,2223.58,1553.9,185.52,1739.42,78.2,CRITICAL
0.5042,0.277,2223.58,1121.02,305.44,1426.46,64.2,MODERATE
0.4978,0.277,2223.58,1106.93,309.34,1416.27,63.7,MODERATE
0.4382,0.277,2223.58,974.28,346.09,1320.37,59.4,MODERATE
0.324,0.277,2223.58,720.4,416.42,1136.82,51.1,LOW
0.5322,0.277,2223.58,1183.29,288.19,1471.47,66.2,HIGH
0.4214,0.277,2223.58,937.05,356.4,1293.45,58.2,MODERATE
0.3927,0.277,2223.58,873.09,374.12,1247.21,56.1,MODERATE
0.3767,0.277,2223.58,837.56,383.96,1221.52,54.9,LOW
0.4854,0.277,2223.58,1079.4,316.97,1396.37,62.8,MODERATE
0.4757,0.277,2223.58,1057.65,322.99,1380.64,62.1,MODERATE
0.4587,0.277,2223.58,1019.97,333.43,1353.4,60.9,MODERATE
0.395,0.277,2223.58,878.3,372.68,1250.97,56.3,MODERATE
0.5736,0.277,2223.58,1275.47,262.65,1538.12,69.2,HIGH
0.4519,0.277,2223.58,1004.89,337.61,1342.5,60.4,MODERATE
0.5114,0.277,2223.58,1137.11,300.98,1438.09,64.7,MODERATE
0.512,0.277,2223.58,1138.51,300.59,1439.1,64.7,MODERATE
0.4876,0.277,2223.58,1084.31,315.61,1399.91,63.0,MODERATE
0.61,0.277,2223.58,1356.39,240.23,1596.62,71.8,HIGH
0.5351,0.277,2223.58,1189.73,286.4,1476.13,66.4,HIGH
0.4685,0.277,2223.58,1041.85,327.37,1369.22,61.6,MODERATE
0.4967,0.277,2223.58,1104.52,310.01,1414.53,63.6,MODERATE
0.4031,0.277,2223.58,896.42,367.66,1264.08,56.8,MODERATE
0.4096,0.277,2223.58,910.83,363.66,1274.49,57.3,MODERATE
0.5035,0.277,2223.58,1119.59,305.83,1425.42,64.1,MODERATE
0.4552,0.277,2223.58,1012.18,335.59,1347.77,60.6,MODERATE
0.3765,0.277,2223.58,837.26,384.04,1221.31,54.9,LOW
0.5696,0.277,2223.58,1266.63,265.1,1531.73,68.9,HIGH
0.585,0.277,2223.58,1300.85,255.62,1556.47,70.0,HIGH
0.4055,0.277,2223.58,901.77,366.17,1267.95,57.0,MODERATE
0.6597,0.277,2223.58,1466.96,209.6,1676.56,75.4,CRITICAL
0.4942,0.277,2223.58,1098.82,311.58,1410.41,63.4,MODERATE
0.5193,0.277,2223.58,1154.72,296.1,1450.82,65.2,HIGH
0.5091,0.277,2223.58,1132.09,302.37,1434.46,64.5,MODERATE
0.4159,0.277,2223.58,924.68,359.83,1284.51,57.8,MODERATE
0.4692,0.277,2223.58,1043.39,326.94,1370.33,61.6,MODERATE
0.6253,0.277,2223.58,1390.45,230.8,1621.25,72.9,CRITICAL
0.5126,0.277,2223.58,1139.85,300.22,1440.07,64.8,MODERATE
0.613,0.277,2223.58,1363.04,238.39,1601.43,72.0,CRITICAL
0.5156,0.277,2223.58,1146.54,298.37,1444.91,65.0,MODERATE
0.641,0.277,2223.58,1425.42,221.11,1646.53,74.0,CRITICAL
0.432,0.277,2223.58,960.64,349.86,1310.51,58.9,MODERATE
0.4669,0.277,2223.58,1038.18,328.39,1366.56,61.5,MODERATE
0.4441,0.277,2223.58,987.57,342.41,1329.98,59.8,MODERATE
